TRANSCATION_ID;ACCOUNT_ID;TRANSCATION_DATE;TRANSCATION_AMOUNT;YEAR;TRANSCATION_AMOUNT_YEAR_SUM
T03696;A00062;26/01/2016;78294;2016;78279164
T03697;A00815;18/03/2018;59125;2018;77495196
T03698;A00956;02/07/2017;12247;2017;75243074
T03699;A00428;30/03/2019;86783;2019;76300877
T03700;A00416;08/05/2014;56844;2014;76372639
T03701;A00821;09/08/2020;30202;2020;76208785
T03702;A00658;15/09/2016;59059;2016;78279164
T03703;A00292;09/04/2022;67087;2022;73969670
T03704;A00812;23/03/2019;92326;2019;76300877
T03705;A00791;05/01/2020;80082;2020;76208785
T03706;A00030;17/06/2015;64298;2015;75418969
T03707;A00379;03/02/2023;19726;2023;51646874
T03708;A00259;07/11/2017;91014;2017;75243074
T03709;A00466;09/05/2020;48316;2020;76208785
T03710;A00264;21/02/2018;83745;2018;77495196
T03711;A00286;30/01/2018;97394;2018;77495196
T03712;A00778;14/05/2018;35969;2018;77495196
T03713;A00046;01/04/2018;61332;2018;77495196
T03714;A00271;26/08/2016;71485;2016;78279164
T03715;A00629;01/03/2021;67115;2021;71973924
T03716;A00095;18/11/2018;22185;2018;77495196
T03717;A00670;25/03/2023;31047;2023;51646874
T03718;A00373;16/09/2019;18035;2019;76300877
T03719;A00992;08/03/2021;92674;2021;71973924
T03720;A00274;01/01/2021;22540;2021;71973924
T03721;A00480;28/06/2014;7905;2014;76372639
T03722;A00349;30/09/2020;32636;2020;76208785
T03723;A00785;31/07/2020;76191;2020;76208785
T03724;A00024;19/09/2016;19235;2016;78279164
T03725;A00898;12/04/2019;78579;2019;76300877
T03726;A00447;09/04/2017;482;2017;75243074
T03727;A00410;13/03/2021;33295;2021;71973924
T03728;A00211;29/11/2013;31969;2013;15557650
T03729;A00298;21/12/2013;71552;2013;15557650
T03730;A00628;08/08/2017;36603;2017;75243074
T03731;A00168;18/12/2021;13196;2021;71973924
T03732;A00048;13/12/2015;36231;2015;75418969
T03733;A00438;17/03/2017;24845;2017;75243074
T03734;A00435;08/01/2023;35662;2023;51646874
T03735;A00600;01/05/2023;10394;2023;51646874
T03736;A00259;04/07/2019;48906;2019;76300877
T03737;A00445;01/12/2021;87015;2021;71973924
T03738;A00427;08/10/2016;32236;2016;78279164
T03739;A00979;17/03/2018;94159;2018;77495196
T03740;A00768;12/06/2020;37823;2020;76208785
T03741;A00652;08/04/2018;39927;2018;77495196
T03742;A00923;23/02/2015;3649;2015;75418969
T03743;A00150;27/02/2022;72776;2022;73969670
T03744;A00044;17/02/2017;10845;2017;75243074
T03745;A00016;14/11/2021;12637;2021;71973924
T03746;A00813;28/08/2014;35329;2014;76372639
T03747;A00556;03/09/2021;63340;2021;71973924
T03748;A00005;17/08/2015;89778;2015;75418969
T03749;A00764;25/09/2015;76758;2015;75418969
T03750;A00895;22/11/2017;83744;2017;75243074
T03751;A00661;10/11/2013;37057;2013;15557650
T03752;A00391;28/10/2018;69290;2018;77495196
T03753;A00286;07/03/2014;89392;2014;76372639
T03754;A00240;16/08/2014;34547;2014;76372639
T03755;A00911;01/08/2014;84454;2014;76372639
T03756;A00981;12/04/2022;99509;2022;73969670
T03757;A00839;27/08/2015;6411;2015;75418969
T03758;A00128;13/10/2019;67272;2019;76300877
T03759;A00448;30/08/2020;7944;2020;76208785
T03760;A00458;04/04/2022;90471;2022;73969670
T03761;A00360;17/09/2017;63241;2017;75243074
T03762;A00192;14/07/2015;6243;2015;75418969
T03763;A00444;29/08/2014;88112;2014;76372639
T03764;A00013;07/12/2013;75806;2013;15557650
T03765;A00231;26/01/2022;9427;2022;73969670
T03766;A00876;25/03/2023;87308;2023;51646874
T03767;A00963;07/05/2023;60281;2023;51646874
T03768;A00107;29/09/2016;59702;2016;78279164
T03769;A00075;02/01/2022;65103;2022;73969670
T03770;A00436;13/01/2022;31495;2022;73969670
T03771;A00504;07/12/2020;71791;2020;76208785
T03772;A00486;26/09/2021;69866;2021;71973924
T03773;A00260;04/09/2018;3513;2018;77495196
T03774;A00391;21/10/2020;37249;2020;76208785
T03775;A00807;16/10/2018;1896;2018;77495196
T03776;A00870;27/03/2015;40805;2015;75418969
T03777;A00534;11/01/2019;84941;2019;76300877
T03778;A00255;13/07/2015;38773;2015;75418969
T03779;A00229;24/05/2023;97902;2023;51646874
T03780;A00783;30/08/2021;14162;2021;71973924
T03781;A00058;16/11/2021;77251;2021;71973924
T03782;A00848;17/06/2015;98672;2015;75418969
T03783;A00507;28/04/2017;10910;2017;75243074
T03784;A00986;22/03/2018;81447;2018;77495196
T03785;A00877;06/11/2013;8943;2013;15557650
T03786;A00116;26/07/2018;26295;2018;77495196
T03787;A00463;15/02/2019;68893;2019;76300877
T03788;A00471;08/09/2022;40329;2022;73969670
T03789;A00422;17/12/2020;19735;2020;76208785
T03790;A00639;11/06/2019;6703;2019;76300877
T03791;A00386;01/05/2015;1827;2015;75418969
T03792;A00876;14/04/2017;77255;2017;75243074
T03793;A00908;12/06/2017;45944;2017;75243074
T03794;A00120;25/03/2020;86189;2020;76208785
T03795;A00258;23/10/2016;39477;2016;78279164
T03796;A00833;20/02/2020;36465;2020;76208785
T03797;A00270;17/12/2020;89803;2020;76208785
T03798;A00258;26/05/2018;85754;2018;77495196
T03799;A00929;15/11/2022;10494;2022;73969670
T03800;A00689;12/02/2020;94117;2020;76208785
T03801;A00130;04/02/2014;6160;2014;76372639
T03802;A00047;26/01/2018;95943;2018;77495196
T03803;A00462;28/11/2020;61491;2020;76208785
T03804;A00074;16/10/2020;8292;2020;76208785
T03805;A00733;12/07/2015;76996;2015;75418969
T03806;A00748;05/07/2019;63742;2019;76300877
T03807;A00013;07/10/2016;49167;2016;78279164
T03808;A00658;23/12/2019;13855;2019;76300877
T03809;A00022;08/06/2022;28871;2022;73969670
T03810;A00584;03/04/2015;81029;2015;75418969
T03811;A00053;21/06/2018;60309;2018;77495196
T03812;A00638;18/10/2020;53252;2020;76208785
T03813;A00873;09/06/2020;77024;2020;76208785
T03814;A00713;15/02/2016;398;2016;78279164
T03815;A00122;23/06/2021;25520;2021;71973924
T03816;A00638;26/08/2018;61053;2018;77495196
T03817;A00314;13/09/2021;18820;2021;71973924
T03818;A00205;15/03/2016;72423;2016;78279164
T03819;A00299;23/08/2020;81342;2020;76208785
T03820;A00591;10/11/2019;42584;2019;76300877
T03821;A00061;07/12/2016;36849;2016;78279164
T03822;A00952;21/02/2022;5188;2022;73969670
T03823;A00339;11/06/2017;59108;2017;75243074
T03824;A00013;11/05/2021;76301;2021;71973924
T03825;A00971;01/06/2023;8243;2023;51646874
T03826;A00092;15/10/2020;49444;2020;76208785
T03827;A00513;22/07/2018;95488;2018;77495196
T03828;A00984;28/07/2014;47599;2014;76372639
T03829;A00431;09/12/2022;31529;2022;73969670
T03830;A00469;12/04/2023;4213;2023;51646874
T03831;A00504;25/10/2014;21988;2014;76372639
T03832;A00559;07/08/2020;42537;2020;76208785
T03833;A00267;23/01/2019;77842;2019;76300877
T03834;A00647;09/05/2020;47159;2020;76208785
T03835;A00707;14/01/2014;59176;2014;76372639
T03836;A00806;11/02/2021;46438;2021;71973924
T03837;A00420;05/11/2015;25014;2015;75418969
T03838;A00101;25/10/2020;3658;2020;76208785
T03839;A00402;17/03/2019;46750;2019;76300877
T03840;A00794;11/11/2014;46466;2014;76372639
T03841;A00632;01/02/2023;13225;2023;51646874
T03842;A00121;10/05/2021;75030;2021;71973924
T03843;A00669;06/09/2015;57933;2015;75418969
T03844;A00946;01/07/2023;91347;2023;51646874
T03845;A00529;25/01/2015;58382;2015;75418969
T03846;A00567;02/10/2016;31079;2016;78279164
T03847;A00215;03/03/2017;4430;2017;75243074
T03848;A00219;29/04/2022;43215;2022;73969670
T03849;A00416;12/11/2014;60476;2014;76372639
T03850;A00109;08/09/2014;44615;2014;76372639
T03851;A00090;22/07/2023;30844;2023;51646874
T03852;A00741;06/07/2014;45822;2014;76372639
T03853;A00172;26/10/2018;41536;2018;77495196
T03854;A00713;17/02/2015;6711;2015;75418969
T03855;A00844;25/01/2014;95933;2014;76372639
T03856;A00623;26/11/2013;19860;2013;15557650
T03857;A00317;13/08/2014;63108;2014;76372639
T03858;A00511;07/12/2019;71709;2019;76300877
T03859;A00720;22/05/2022;64189;2022;73969670
T03860;A00106;22/05/2016;86861;2016;78279164
T03861;A00699;02/10/2015;88931;2015;75418969
T03862;A00871;28/02/2022;58418;2022;73969670
T03863;A00194;08/02/2015;63085;2015;75418969
T03864;A00474;02/08/2021;85531;2021;71973924
T03865;A00334;17/08/2017;39812;2017;75243074
T03866;A00440;30/11/2015;16713;2015;75418969
T03867;A00473;26/06/2022;32725;2022;73969670
T03868;A00665;21/05/2019;25808;2019;76300877
T03869;A00565;18/06/2015;70333;2015;75418969
T03870;A00591;23/07/2023;36478;2023;51646874
T03871;A00010;20/10/2017;20799;2017;75243074
T03872;A00415;16/11/2018;36196;2018;77495196
T03873;A00995;15/04/2023;16401;2023;51646874
T03874;A00340;08/11/2018;91775;2018;77495196
T03875;A00616;27/02/2023;9438;2023;51646874
T03876;A00441;06/02/2023;85601;2023;51646874
T03877;A00403;31/05/2014;71453;2014;76372639
T03878;A00461;06/05/2023;33077;2023;51646874
T03879;A00824;06/02/2015;30334;2015;75418969
T03880;A00891;25/04/2021;11032;2021;71973924
T03881;A00052;20/11/2017;47602;2017;75243074
T03882;A00835;11/06/2016;78701;2016;78279164
T03883;A00206;30/10/2015;4838;2015;75418969
T03884;A00876;05/02/2020;45577;2020;76208785
T03885;A00563;20/05/2016;24298;2016;78279164
T03886;A00738;27/04/2016;19212;2016;78279164
T03887;A00586;21/08/2014;94307;2014;76372639
T03888;A00401;05/02/2022;85451;2022;73969670
T03889;A00177;27/06/2022;6605;2022;73969670
T03890;A00917;17/10/2018;16301;2018;77495196
T03891;A00675;21/01/2023;23059;2023;51646874
T03892;A00357;19/01/2014;16885;2014;76372639
T03893;A00420;19/01/2017;7021;2017;75243074
T03894;A00249;15/09/2019;74276;2019;76300877
T03895;A00139;06/09/2016;55777;2016;78279164
T03896;A00895;28/01/2017;21328;2017;75243074
T03897;A00727;02/08/2023;95247;2023;51646874
T03898;A00416;26/01/2014;57745;2014;76372639
T03899;A00236;17/12/2016;92346;2016;78279164
T03900;A00129;13/07/2014;88910;2014;76372639
T03901;A00318;23/05/2023;28061;2023;51646874
T03902;A00095;01/11/2021;32655;2021;71973924
T03903;A00186;04/05/2020;63259;2020;76208785
T03904;A00020;04/09/2019;98505;2019;76300877
T03905;A00226;31/12/2022;41725;2022;73969670
T03906;A00759;12/03/2020;85460;2020;76208785
T03907;A00424;08/12/2013;75787;2013;15557650
T03908;A00598;24/10/2018;89261;2018;77495196
T03909;A00237;13/02/2023;53900;2023;51646874
T03910;A00198;28/07/2016;26982;2016;78279164
T03911;A00509;01/04/2016;90008;2016;78279164
T03912;A00328;20/12/2020;72411;2020;76208785
T03913;A00235;12/04/2014;61538;2014;76372639
T03914;A00449;17/06/2022;70292;2022;73969670
T03915;A00408;30/06/2017;53199;2017;75243074
T03916;A00307;22/12/2016;13314;2016;78279164
T03917;A00701;19/12/2021;19167;2021;71973924
T03918;A00408;21/09/2019;66605;2019;76300877
T03919;A00487;07/08/2019;55052;2019;76300877
T03920;A00982;18/05/2018;80485;2018;77495196
T03921;A00970;07/07/2020;87014;2020;76208785
T03922;A00084;05/08/2016;43317;2016;78279164
T03923;A00196;09/11/2020;47094;2020;76208785
T03924;A00197;01/07/2020;68318;2020;76208785
T03925;A00748;30/06/2019;29755;2019;76300877
T03926;A00632;22/05/2020;64419;2020;76208785
T03927;A00648;22/11/2017;64403;2017;75243074
T03928;A00228;29/06/2021;4593;2021;71973924
T03929;A00974;02/09/2018;62138;2018;77495196
T03930;A00006;27/03/2018;51737;2018;77495196
T03931;A00740;17/01/2018;82485;2018;77495196
T03932;A00624;23/02/2019;86947;2019;76300877
T03933;A00223;03/05/2018;42540;2018;77495196
T03934;A00190;25/03/2020;44715;2020;76208785
T03935;A00360;14/06/2017;99735;2017;75243074
T03936;A00232;27/06/2017;3743;2017;75243074
T03937;A00209;11/05/2020;28625;2020;76208785
T03938;A00491;01/08/2015;813;2015;75418969
T03939;A00158;14/08/2015;93757;2015;75418969
T03940;A00924;10/01/2015;48691;2015;75418969
T03941;A00045;08/10/2015;32390;2015;75418969
T03942;A00706;13/01/2020;90006;2020;76208785
T03943;A00752;24/12/2019;13333;2019;76300877
T03944;A00343;12/09/2022;54574;2022;73969670
T03945;A00772;24/01/2020;53583;2020;76208785
T03946;A00137;26/08/2014;82767;2014;76372639
T03947;A00992;18/12/2018;89356;2018;77495196
T03948;A00910;12/10/2017;80187;2017;75243074
T03949;A00034;21/08/2018;14027;2018;77495196
T03950;A00370;28/11/2017;92501;2017;75243074
T03951;A00466;20/07/2019;26344;2019;76300877
T03952;A00599;13/02/2021;42906;2021;71973924
T03953;A00619;11/12/2013;36134;2013;15557650
T03954;A00045;14/12/2021;51523;2021;71973924
T03955;A00630;25/11/2016;1282;2016;78279164
T03956;A00198;09/03/2021;81508;2021;71973924
T03957;A00532;13/12/2021;53294;2021;71973924
T03958;A00559;05/10/2022;30208;2022;73969670
T03959;A00128;13/06/2017;7010;2017;75243074
T03960;A00669;09/10/2015;63596;2015;75418969
T03961;A00259;23/01/2021;13335;2021;71973924
T03962;A00078;28/08/2016;28248;2016;78279164
T03963;A00732;13/11/2016;60944;2016;78279164
T03964;A00377;30/09/2015;58890;2015;75418969
T03965;A00933;08/03/2018;56515;2018;77495196
T03966;A00549;25/03/2023;77366;2023;51646874
T03967;A00601;23/01/2016;23272;2016;78279164
T03968;A00347;19/11/2021;15692;2021;71973924
T03969;A00146;20/01/2022;9295;2022;73969670
T03970;A00747;10/11/2019;54372;2019;76300877
T03971;A00902;12/12/2013;75517;2013;15557650
T03972;A00380;08/06/2018;57733;2018;77495196
T03973;A00117;03/04/2023;59774;2023;51646874
T03974;A00451;16/03/2019;59358;2019;76300877
T03975;A00344;06/10/2021;49809;2021;71973924
T03976;A00367;27/08/2020;14396;2020;76208785
T03977;A00997;29/12/2013;52579;2013;15557650
T03978;A00883;15/11/2020;18752;2020;76208785
T03979;A00640;09/09/2015;58390;2015;75418969
T03980;A00813;05/05/2023;36384;2023;51646874
T03981;A00276;11/11/2015;84922;2015;75418969
T03982;A00105;29/12/2018;96314;2018;77495196
T03983;A00905;06/03/2018;38802;2018;77495196
T03984;A00329;30/03/2015;20488;2015;75418969
T03985;A00681;15/12/2021;61866;2021;71973924
T03986;A00786;08/06/2015;75202;2015;75418969
T03987;A00710;05/02/2016;29759;2016;78279164
T03988;A00007;02/10/2018;84132;2018;77495196
T03989;A00313;20/07/2017;49522;2017;75243074
T03990;A00120;09/03/2017;82541;2017;75243074
T03991;A00778;31/07/2018;54654;2018;77495196
T03992;A00755;20/02/2020;99096;2020;76208785
T03993;A00091;06/02/2022;55812;2022;73969670
T03994;A00407;14/08/2020;30454;2020;76208785
T03995;A00119;17/12/2019;54267;2019;76300877
T03996;A00792;30/07/2019;14085;2019;76300877
T03997;A00910;03/07/2021;24776;2021;71973924
T03998;A00159;22/01/2019;61620;2019;76300877
T03999;A00545;09/07/2018;20665;2018;77495196
T04000;A00034;06/03/2018;58394;2018;77495196
T04001;A00392;04/12/2020;46525;2020;76208785
T04002;A00117;30/05/2015;31792;2015;75418969
T04003;A00787;06/12/2022;26763;2022;73969670
T04004;A00720;28/12/2014;5504;2014;76372639
T04005;A00749;28/01/2019;17793;2019;76300877
T04006;A00500;22/03/2023;6675;2023;51646874
T04007;A00965;13/06/2023;37336;2023;51646874
T04008;A00712;01/12/2021;88138;2021;71973924
T04009;A00669;01/08/2018;74556;2018;77495196
T04010;A00871;06/05/2023;43734;2023;51646874
T04011;A00154;21/06/2016;30766;2016;78279164
T04012;A00006;31/01/2021;46751;2021;71973924
T04013;A00540;29/01/2014;56921;2014;76372639
T04014;A00428;11/08/2018;87131;2018;77495196
T04015;A00518;06/02/2022;96396;2022;73969670
T04016;A00656;22/11/2020;26620;2020;76208785
T04017;A00483;08/11/2021;96474;2021;71973924
T04018;A00435;23/02/2015;25905;2015;75418969
T04019;A00774;21/12/2015;26323;2015;75418969
T04020;A00601;26/03/2014;98489;2014;76372639
T04021;A00352;21/05/2020;25075;2020;76208785
T04022;A00955;14/02/2015;88973;2015;75418969
T04023;A00767;29/12/2015;13701;2015;75418969
T04024;A00634;05/05/2020;26734;2020;76208785
T04025;A00242;21/07/2015;73400;2015;75418969
T04026;A00539;09/10/2020;11918;2020;76208785
T04027;A00646;20/04/2019;56675;2019;76300877
T04028;A00365;26/08/2021;21171;2021;71973924
T04029;A00974;02/04/2015;92334;2015;75418969
T04030;A00009;28/03/2017;659;2017;75243074
T04031;A00551;27/07/2020;45973;2020;76208785
T04032;A00693;02/06/2015;32613;2015;75418969
T04033;A00412;28/05/2016;94958;2016;78279164
T04034;A00208;01/03/2017;31923;2017;75243074
T04035;A00184;27/06/2021;42737;2021;71973924
T04036;A00875;16/04/2020;24767;2020;76208785
T04037;A00940;16/04/2020;14816;2020;76208785
T04038;A00857;12/03/2021;58135;2021;71973924
T04039;A00066;20/03/2015;20419;2015;75418969
T04040;A00828;31/01/2018;87111;2018;77495196
T04041;A00963;27/09/2021;76108;2021;71973924
T04042;A00881;07/10/2020;98229;2020;76208785
T04043;A00697;26/03/2022;55228;2022;73969670
T04044;A00993;08/10/2020;94657;2020;76208785
T04045;A00091;29/03/2016;93486;2016;78279164
T04046;A00434;27/08/2022;82394;2022;73969670
T04047;A00668;24/07/2019;94513;2019;76300877
T04048;A00124;08/09/2020;59494;2020;76208785
T04049;A00849;06/03/2018;74503;2018;77495196
T04050;A00732;12/07/2021;25790;2021;71973924
T04051;A00990;21/04/2017;24634;2017;75243074
T04052;A00519;22/04/2023;80424;2023;51646874
T04053;A00776;23/01/2023;8122;2023;51646874
T04054;A00283;13/09/2019;63176;2019;76300877
T04055;A00702;25/09/2014;55814;2014;76372639
T04056;A00479;20/12/2017;90349;2017;75243074
T04057;A00717;18/12/2018;75760;2018;77495196
T04058;A00793;29/07/2017;9015;2017;75243074
T04059;A00721;18/10/2013;48671;2013;15557650
T04060;A00257;01/07/2020;57284;2020;76208785
T04061;A00200;25/04/2019;38836;2019;76300877
T04062;A00075;01/05/2014;82266;2014;76372639
T04063;A00096;22/08/2019;995;2019;76300877
T04064;A00821;16/09/2020;26407;2020;76208785
T04065;A00333;29/01/2023;5822;2023;51646874
T04066;A00971;28/07/2023;4681;2023;51646874
T04067;A00556;04/05/2023;68698;2023;51646874
T04068;A00069;02/04/2017;94382;2017;75243074
T04069;A00856;15/08/2015;5717;2015;75418969
T04070;A00851;28/09/2016;75659;2016;78279164
T04071;A00988;20/11/2015;72198;2015;75418969
T04072;A00617;16/02/2017;77903;2017;75243074
T04073;A00722;28/11/2019;6364;2019;76300877
T04074;A00745;01/05/2021;16233;2021;71973924
T04075;A00425;02/12/2017;44862;2017;75243074
T04076;A00015;27/04/2014;32492;2014;76372639
T04077;A00431;17/04/2022;22402;2022;73969670
T04078;A00610;13/03/2021;31239;2021;71973924
T04079;A00432;23/02/2015;59266;2015;75418969
T04080;A00811;23/05/2021;80060;2021;71973924
T04081;A00532;19/06/2019;69059;2019;76300877
T04082;A00965;07/10/2014;36407;2014;76372639
T04083;A00309;15/04/2017;43422;2017;75243074
T04084;A00402;25/01/2021;36831;2021;71973924
T04085;A00077;01/10/2018;14460;2018;77495196
T04086;A00560;28/04/2023;93473;2023;51646874
T04087;A00881;14/10/2015;85318;2015;75418969
T04088;A00116;20/01/2018;66517;2018;77495196
T04089;A00770;06/04/2015;2722;2015;75418969
T04090;A00876;19/08/2022;50619;2022;73969670
T04091;A00208;16/06/2018;45122;2018;77495196
T04092;A00224;01/05/2019;59543;2019;76300877
T04093;A00431;06/05/2015;20738;2015;75418969
T04094;A00248;10/05/2016;7604;2016;78279164
T04095;A00806;23/02/2016;84350;2016;78279164
T04096;A00710;05/11/2018;28600;2018;77495196
T04097;A00458;12/11/2019;36476;2019;76300877
T04098;A00639;09/05/2014;97148;2014;76372639
T04099;A00626;29/08/2018;38680;2018;77495196
T04100;A00084;02/06/2022;52136;2022;73969670
T04101;A00322;20/05/2021;17710;2021;71973924
T04102;A00484;29/02/2016;20635;2016;78279164
T04103;A00487;28/07/2022;77340;2022;73969670
T04104;A00296;13/05/2019;63858;2019;76300877
T04105;A00119;09/10/2018;63076;2018;77495196
T04106;A00868;27/04/2015;60843;2015;75418969
T04107;A00765;27/01/2016;10736;2016;78279164
T04108;A00905;21/11/2015;29118;2015;75418969
T04109;A00509;24/09/2016;98310;2016;78279164
T04110;A00319;15/09/2018;76715;2018;77495196
T04111;A00445;03/10/2015;71470;2015;75418969
T04112;A00306;18/11/2016;90213;2016;78279164
T04113;A00438;17/02/2015;7744;2015;75418969
T04114;A00797;04/04/2022;55965;2022;73969670
T04115;A00159;03/05/2018;78338;2018;77495196
T04116;A00327;10/03/2022;69246;2022;73969670
T04117;A00437;31/05/2015;46310;2015;75418969
T04118;A00380;28/04/2022;53004;2022;73969670
T04119;A00024;21/10/2022;83771;2022;73969670
T04120;A00347;20/10/2014;9079;2014;76372639
T04121;A00302;13/07/2021;84844;2021;71973924
T04122;A00110;24/12/2015;16400;2015;75418969
T04123;A00471;15/06/2023;58499;2023;51646874
T04124;A00033;08/06/2022;12158;2022;73969670
T04125;A00679;04/09/2014;95062;2014;76372639
T04126;A00233;29/06/2021;88193;2021;71973924
T04127;A00937;19/11/2016;99459;2016;78279164
T04128;A00815;17/10/2018;56758;2018;77495196
T04129;A00495;09/07/2014;85818;2014;76372639
T04130;A00914;14/10/2022;15408;2022;73969670
T04131;A00084;29/06/2014;69679;2014;76372639
T04132;A00344;16/08/2018;7161;2018;77495196
T04133;A00996;14/11/2019;88279;2019;76300877
T04134;A00754;29/12/2022;36280;2022;73969670
T04135;A00032;04/08/2019;15098;2019;76300877
T04136;A00070;29/09/2021;80789;2021;71973924
T04137;A00807;23/07/2022;54714;2022;73969670
T04138;A00763;25/01/2015;73881;2015;75418969
T04139;A00803;04/10/2016;11800;2016;78279164
T04140;A00972;23/10/2019;54125;2019;76300877
T04141;A00644;07/01/2020;81218;2020;76208785
T04142;A00809;17/02/2014;57252;2014;76372639
T04143;A00919;09/02/2017;26806;2017;75243074
T04144;A00322;26/09/2016;52052;2016;78279164
T04145;A00498;27/01/2020;11829;2020;76208785
T04146;A00054;16/03/2021;64353;2021;71973924
T04147;A00523;24/11/2019;28026;2019;76300877
T04148;A00064;24/01/2019;83998;2019;76300877
T04149;A00026;28/02/2021;73355;2021;71973924
T04150;A00757;09/03/2020;29225;2020;76208785
T04151;A00444;22/10/2018;44978;2018;77495196
T04152;A00765;27/01/2015;61530;2015;75418969
T04153;A00621;12/10/2018;94288;2018;77495196
T04154;A00976;21/11/2015;10395;2015;75418969
T04155;A00268;07/09/2014;7489;2014;76372639
T04156;A00778;04/10/2022;37952;2022;73969670
T04157;A00798;10/05/2022;62843;2022;73969670
T04158;A00465;04/03/2015;60088;2015;75418969
T04159;A00846;16/05/2021;26481;2021;71973924
T04160;A00102;11/01/2016;28178;2016;78279164
T04161;A00200;14/01/2021;10539;2021;71973924
T04162;A00132;23/05/2020;42309;2020;76208785
T04163;A00536;15/01/2015;90125;2015;75418969
T04164;A00836;06/01/2014;94840;2014;76372639
T04165;A00954;05/03/2023;89196;2023;51646874
T04166;A00921;18/09/2017;70205;2017;75243074
T04167;A00462;25/02/2019;44135;2019;76300877
T04168;A00693;23/02/2017;33738;2017;75243074
T04169;A00128;31/07/2014;34734;2014;76372639
T04170;A00648;11/08/2019;41080;2019;76300877
T04171;A00517;19/03/2022;63235;2022;73969670
T04172;A00564;21/06/2018;45083;2018;77495196
T04173;A00879;25/09/2020;50863;2020;76208785
T04174;A00438;26/03/2020;99586;2020;76208785
T04175;A00980;25/01/2018;1601;2018;77495196
T04176;A00840;13/09/2016;95739;2016;78279164
T04177;A00716;28/12/2020;86238;2020;76208785
T04178;A00345;28/09/2021;11724;2021;71973924
T04179;A00131;05/07/2017;87026;2017;75243074
T04180;A00161;26/09/2017;97290;2017;75243074
T04181;A00592;15/01/2022;78814;2022;73969670
T04182;A00830;04/01/2016;67805;2016;78279164
T04183;A00315;23/10/2018;63406;2018;77495196
T04184;A00735;18/07/2017;74216;2017;75243074
T04185;A00029;20/12/2013;1830;2013;15557650
T04186;A00099;22/07/2021;76442;2021;71973924
T04187;A00599;15/03/2022;66954;2022;73969670
T04188;A00431;11/03/2015;68809;2015;75418969
T04189;A00966;04/10/2017;18860;2017;75243074
T04190;A00129;16/07/2019;66643;2019;76300877
T04191;A00625;08/02/2016;14485;2016;78279164
T04192;A00118;04/07/2015;69101;2015;75418969
T04193;A00090;16/12/2014;56603;2014;76372639
T04194;A00876;01/12/2020;92;2020;76208785
T04195;A00378;21/11/2020;63797;2020;76208785
T04196;A00999;17/09/2021;33639;2021;71973924
T04197;A00260;18/03/2016;79001;2016;78279164
T04198;A00780;29/10/2019;68173;2019;76300877
T04199;A00535;19/12/2016;1578;2016;78279164
T04200;A00867;23/01/2016;61881;2016;78279164
T04201;A00280;21/08/2021;1429;2021;71973924
T04202;A00625;26/10/2019;6716;2019;76300877
T04203;A00459;23/03/2017;19423;2017;75243074
T04204;A00656;08/01/2015;68888;2015;75418969
T04205;A00168;13/03/2019;10373;2019;76300877
T04206;A00036;28/03/2018;74368;2018;77495196
T04207;A00375;02/03/2016;1395;2016;78279164
T04208;A00627;09/07/2021;22947;2021;71973924
T04209;A00930;08/07/2023;46571;2023;51646874
T04210;A00551;29/04/2016;44051;2016;78279164
T04211;A00141;15/12/2019;59877;2019;76300877
T04212;A00701;18/12/2014;36842;2014;76372639
T04213;A00666;29/05/2021;85582;2021;71973924
T04214;A00417;03/07/2022;88257;2022;73969670
T04215;A00369;03/07/2015;96865;2015;75418969
T04216;A00091;26/05/2017;4931;2017;75243074
T04217;A00670;05/06/2018;4680;2018;77495196
T04218;A00842;03/07/2016;57261;2016;78279164
T04219;A00040;08/08/2021;65485;2021;71973924
T04220;A00465;17/03/2018;62753;2018;77495196
T04221;A00198;26/03/2021;41387;2021;71973924
T04222;A00547;25/02/2019;55856;2019;76300877
T04223;A00300;22/07/2017;41190;2017;75243074
T04224;A00855;05/12/2015;11564;2015;75418969
T04225;A00174;05/08/2021;6002;2021;71973924
T04226;A00880;02/09/2020;58577;2020;76208785
T04227;A00476;16/11/2022;92450;2022;73969670
T04228;A00023;10/09/2018;32935;2018;77495196
T04229;A00986;03/06/2016;40844;2016;78279164
T04230;A00023;18/01/2020;74604;2020;76208785
T04231;A00715;30/08/2014;78891;2014;76372639
T04232;A00810;31/12/2020;14817;2020;76208785
T04233;A00321;10/08/2017;23629;2017;75243074
T04234;A00841;21/09/2015;93550;2015;75418969
T04235;A00863;11/12/2018;46440;2018;77495196
T04236;A00909;30/11/2019;40470;2019;76300877
T04237;A00262;30/08/2016;83303;2016;78279164
T04238;A00307;03/03/2017;18260;2017;75243074
T04239;A00860;08/07/2023;56081;2023;51646874
T04240;A00211;25/04/2020;56257;2020;76208785
T04241;A00912;01/03/2016;91394;2016;78279164
T04242;A00848;14/05/2016;10058;2016;78279164
T04243;A00431;26/09/2016;45813;2016;78279164
T04244;A00015;08/06/2017;80448;2017;75243074
T04245;A00507;20/08/2016;68604;2016;78279164
T04246;A00437;28/05/2022;75941;2022;73969670
T04247;A00381;10/06/2021;56834;2021;71973924
T04248;A00937;18/08/2015;46758;2015;75418969
T04249;A00991;28/08/2017;31345;2017;75243074
T04250;A00895;01/12/2015;39944;2015;75418969
T04251;A00080;21/12/2014;68520;2014;76372639
T04252;A00225;25/07/2022;53500;2022;73969670
